,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
GAL,1.64749394882965E-245,0.705073029923361,0.25,0.025,3.53865225269119E-241,1,GAL
TSPAN3,2.91162886168781E-241,0.703742265282428,0.879,0.312,6.25388763201925E-237,1,TSPAN3
MT-CO2,1.09007084370094E-114,0.702967613736227,0.992,0.959,2.34136316518526E-110,1,MT-CO2
MAL2,2.30544872083309E-306,0.701739465320948,0.769,0.197,4.95187330747739E-302,1,MAL2
TSC22D1,3.76276030292678E-260,0.698522530347328,0.686,0.193,8.08203285465642E-256,1,TSC22D1
TSPAN1,0,0.693381299745594,0.769,0.191,0,1,TSPAN1
LAD1,0,0.686394810887128,0.699,0.138,0,1,LAD1
FHL2,0,0.685838493977889,0.797,0.186,0,1,FHL2
KDELR2,1.29189778987868E-219,0.679688829184099,0.89,0.358,2.77486726288041E-215,1,KDELR2
PTP4A1,2.60557402788152E-143,0.676507276756125,0.537,0.194,5.59651245448671E-139,1,PTP4A1
LMNA,1.67437025216023E-262,0.670932715585955,0.819,0.262,3.59637986461495E-258,1,LMNA
NGFRAP1,2.97110650653582E-278,0.670552232540017,0.739,0.211,6.38163966538829E-274,1,NGFRAP1
MPZL2,2.58631299067898E-299,0.67019087147378,0.526,0.106,5.55514167267937E-295,1,MPZL2
PLA2G2A,2.43075309436074E-49,0.664823038337521,0.157,0.047,5.22101457137744E-45,1,PLA2G2A
HDLBP,1.59477351755031E-222,0.6647934258053,0.841,0.329,3.42541403834631E-218,1,HDLBP
SPINT1,4.37673026345804E-224,0.664636758018141,0.625,0.186,9.40077893288152E-220,1,SPINT1
ANXA2,3.71603447375583E-127,0.662113596489016,0.954,0.553,7.98167044618014E-123,1,ANXA2
HSPB1,2.05163641386599E-141,0.659565373973736,0.945,0.523,4.40670985334277E-137,1,HSPB1
SEPW1,1.5170421546871E-141,0.657449938716919,0.957,0.571,3.25845484405241E-137,1,SEPW1
MT-ATP6,4.72608095458977E-115,0.657188080785573,0.99,0.937,1.01511492823634E-110,1,MT-ATP6
PRDX5,4.2590644662538E-158,0.656963787931665,0.936,0.489,9.14804456706653E-154,1,PRDX5
PPP1R1B,0,0.655818782438365,0.397,0.048,0,1,PPP1R1B
NPDC1,3.78546450250443E-238,0.649458365909852,0.639,0.177,8.13079920492926E-234,1,NPDC1
RAMP1,0,0.649111492320208,0.597,0.121,0,1,RAMP1
PPDPF,1.78975326061403E-165,0.649012723309252,0.997,0.84,3.84421102847287E-161,1,PPDPF
ATRAID,1.83802323519159E-159,0.648797127051322,0.773,0.339,3.94789010686801E-155,1,ATRAID
SLC25A5,1.66259922565017E-135,0.646457319761499,0.915,0.549,3.57109687677399E-131,1,SLC25A5
CAMK2N1,0,0.645901806400208,0.635,0.13,0,1,CAMK2N1
S100A11,2.91259941053971E-134,0.644314425897178,0.999,0.802,6.25597227389825E-130,1,S100A11
CMBL,0,0.642057302091886,0.571,0.107,0,1,CMBL
UQCRQ,2.60185904673106E-152,0.641229850968005,0.96,0.543,5.58853304647364E-148,1,UQCRQ
TMED3,1.93800943020124E-200,0.637887899529053,0.662,0.227,4.16265045512924E-196,1,TMED3
GCSH,0,0.63702942249088,0.608,0.123,0,1,GCSH
PLA2G16,2.69360737681206E-208,0.636905549477905,0.598,0.178,5.78559928465462E-204,1,PLA2G16
NMU,1.26772266921626E-189,0.636200154511412,0.495,0.13,2.72294152120961E-185,1,NMU
SOD1,5.08212694242193E-115,0.635658255819084,0.928,0.556,1.09159004596281E-110,1,SOD1
TMEM147,4.81566054361691E-211,0.633459036873654,0.719,0.253,1.03435572816348E-206,1,TMEM147
RNASE1,5.23282461671276E-212,0.633123074377466,0.7,0.235,1.12395839942373E-207,1,RNASE1
TM4SF1,0,0.629843949618262,0.933,0.275,0,1,TM4SF1
SSR4,1.54973957087543E-118,0.628812641390559,0.979,0.686,3.32868562428333E-114,1,SSR4
CCND1,1.0602509776771E-282,0.626851929946078,0.775,0.215,2.27731307495265E-278,1,CCND1
SFN,0,0.62137852084953,0.647,0.139,0,1,SFN
EBPL,1.28235191924855E-295,0.619825225616256,0.668,0.17,2.75436368735395E-291,1,EBPL
PSMB5,1.78808065320415E-263,0.619486964660431,0.77,0.248,3.8406184350172E-259,1,PSMB5
NME2,1.26060620473518E-158,0.618553118662652,0.883,0.44,2.7076560671507E-154,1,NME2
HSBP1,3.39073185135197E-192,0.617480669080368,0.887,0.38,7.2829529435189E-188,1,HSBP1
OS9,4.69093017220113E-177,0.616522408878329,0.877,0.391,1.00756489168708E-172,1,OS9
H1F0,7.41358983054681E-238,0.615570088402999,0.732,0.226,1.59236495970315E-233,1,H1F0
TFPI,0,0.615242000149736,0.689,0.162,0,1,TFPI
CRABP2,1.74352485870842E-284,0.613323686023716,0.464,0.085,3.74491704401982E-280,1,CRABP2
SEZ6L2,0,0.611039422496652,0.605,0.126,0,1,SEZ6L2
NT5E,1.02139076331053E-217,0.608191264842496,0.445,0.099,2.1938452205147E-213,1,NT5E
AZGP1,1.25862470572576E-282,0.606489608678561,0.512,0.102,2.70340000542836E-278,1,AZGP1
SOX4,1.56397687522536E-211,0.605582034503652,0.711,0.228,3.35926593029654E-207,1,SOX4
CLDN2,2.12783574254014E-215,0.605039347324903,0.241,0.028,4.57037839140197E-211,1,CLDN2
LAMC2,1.411599624398E-183,0.604316625164322,0.491,0.133,3.03197483324448E-179,1,LAMC2
DSTN,4.00676036120001E-171,0.603128284068277,0.888,0.416,8.60612057982151E-167,1,DSTN
GOLM1,4.10319464325512E-294,0.602250985767149,0.788,0.211,8.81325177424767E-290,1,GOLM1
ELF3,5.65538852575733E-233,0.602248999195484,0.904,0.295,1.21472090144742E-228,1,ELF3
FKBP2,1.58184957234723E-166,0.602075680547499,0.868,0.389,3.39765469644462E-162,1,FKBP2
PTGES,3.33337318616964E-199,0.601642209681267,0.239,0.031,7.15975226657378E-195,1,PTGES
FAM84B,3.0261080914847E-247,0.600520197924595,0.441,0.088,6.49977756969998E-243,1,FAM84B
CD151,1.32489310347901E-189,0.598480086465224,0.818,0.318,2.84573789696256E-185,1,CD151
ERBB3,3.5337828868317E-290,0.598012806295703,0.795,0.217,7.5902122626258E-286,1,ERBB3
ADIRF,1.93496682504964E-245,0.597401474868537,0.603,0.151,4.15611524352413E-241,1,ADIRF
KRTCAP2,1.59463489369472E-134,0.596057206660588,0.93,0.503,3.42511628816688E-130,1,KRTCAP2
COX5A,4.7735663906683E-131,0.594690623048937,0.899,0.502,1.02531432505164E-126,1,COX5A
TMED10,2.45300026743541E-153,0.593731977907911,0.866,0.406,5.26879927442453E-149,1,TMED10
EPS8,6.15223795103682E-305,0.593270846209458,0.72,0.184,1.3214391895032E-300,1,EPS8
HSP90AB1,1.09633345208608E-94,0.587916968329704,0.965,0.692,2.3548146217357E-90,1,HSP90AB1
KLK6,1.22359990981381E-238,0.584742709765914,0.257,0.028,2.62817024628908E-234,1,KLK6
TMEM176B,9.26681505126429E-193,0.580058200189366,0.64,0.203,1.99041920486106E-188,1,TMEM176B
ARPC1A,1.10328551120517E-212,0.579987926355041,0.837,0.312,2.36974694951759E-208,1,ARPC1A
ITGB1,1.60420182611894E-64,0.579891725421973,0.817,0.479,3.44566510232087E-60,1,ITGB1
TMC5,2.00379246988856E-233,0.578450172939097,0.698,0.202,4.30394584607364E-229,1,TMC5
SDC1,5.95029150520377E-293,0.572207603325581,0.651,0.152,1.27806311240272E-288,1,SDC1
APP,7.82951127589855E-224,0.568351425068451,0.853,0.302,1.68170072695025E-219,1,APP
ERGIC3,3.02274395167369E-128,0.568131998367868,0.814,0.401,6.49255173379991E-124,1,ERGIC3
COX5B,8.44891117829333E-130,0.565443730694463,0.972,0.657,1.81474163198562E-125,1,COX5B
ASS1,7.75476060937329E-256,0.565202356840675,0.667,0.176,1.66564503128729E-251,1,ASS1
AP1M2,0,0.564345233280627,0.56,0.101,0,1,AP1M2
FAM83A,1.11959303110273E-186,0.563436959148332,0.241,0.033,2.40477387150555E-182,1,FAM83A
AHCY,3.5438783970025E-251,0.563037963149031,0.588,0.155,7.61189640892167E-247,1,AHCY
CD55,1.06740492633803E-101,0.562648459601139,0.811,0.42,2.29267904128146E-97,1,CD55
PLP2,6.62032630222188E-134,0.562350505317619,0.879,0.463,1.42197988645424E-129,1,PLP2
CYP24A1,9.67498370363076E-160,0.559171765465389,0.168,0.017,2.07808974970285E-155,1,CYP24A1
TMEM258,2.23296199130234E-135,0.557786908394726,0.956,0.59,4.7961790611183E-131,1,TMEM258
NENF,2.71442807423878E-155,0.55777566150593,0.82,0.363,5.83032006065748E-151,1,NENF
LAPTM4B,0,0.557374964081674,0.58,0.108,0,1,LAPTM4B
YIF1A,1.08892962695502E-211,0.556867682672649,0.689,0.227,2.33891194573668E-207,1,YIF1A
EMP2,2.80018076068733E-258,0.555841498223373,0.611,0.153,6.01450825588032E-254,1,EMP2
NME4,2.40290219835637E-237,0.553315456100575,0.619,0.174,5.16119363184965E-233,1,NME4
PRSS21,0,0.551699935193483,0.485,0.076,0,1,PRSS21
NET1,7.2272260337566E-290,0.543530375744783,0.658,0.159,1.55233587979058E-285,1,NET1
ATP5J2,4.06237070080171E-121,0.54309526185525,0.927,0.53,8.72556602825199E-117,1,ATP5J2
TNFRSF12A,1.06846119283366E-247,0.543067728027169,0.637,0.17,2.29494779608742E-243,1,TNFRSF12A
SYNGR2,4.32660624191078E-114,0.542893508574154,0.846,0.427,9.29311754700017E-110,1,SYNGR2
DUSP4,4.45574853203658E-274,0.541929734476602,0.611,0.145,9.57050227196137E-270,1,DUSP4
TM9SF3,1.34922577594832E-229,0.537485811988223,0.708,0.22,2.89800204415941E-225,1,TM9SF3
NDUFA4,4.27764696914251E-114,0.537372240279814,0.964,0.628,9.18795792502119E-110,1,NDUFA4
PLA2G10,1.75668292920738E-187,0.537271147031442,0.448,0.113,3.77317926364454E-183,1,PLA2G10
FAM3B,7.68472452879078E-233,0.533542556552125,0.528,0.128,1.65060198153897E-228,1,FAM3B
LINC01133,1.91371053399465E-164,0.533172098101712,0.5,0.145,4.1104588559671E-160,1,LINC01133
DMKN,0,0.53156813622439,0.508,0.093,0,1,DMKN
CLDN10,1.69888692828835E-196,0.528986076389477,0.296,0.048,3.64903923327055E-192,1,CLDN10
SYT8,4.1845462243323E-216,0.526302717000509,0.492,0.116,8.98798683524335E-212,1,SYT8
ITGB4,1.265796720805E-271,0.526293576047306,0.613,0.147,2.71880477661706E-267,1,ITGB4
COX7B,3.8140696665734E-119,0.526233277661222,0.913,0.522,8.192240236833E-115,1,COX7B
PLS3,1.27159030673028E-292,0.522977059864468,0.507,0.097,2.73124881982597E-288,1,PLS3
RPN2,2.67263319498425E-111,0.522789973109715,0.746,0.354,5.74054883950667E-107,1,RPN2
SLIRP,9.72101293649648E-167,0.522397804427348,0.806,0.327,2.08797636863008E-162,1,SLIRP
PRDX6,1.96857664081933E-144,0.522198879980094,0.859,0.414,4.22830576681584E-140,1,PRDX6
FAM213A,3.97106975272547E-290,0.522084838983531,0.59,0.136,8.52946072187905E-286,1,FAM213A
GSTO2,0,0.521617681116544,0.534,0.085,0,1,GSTO2
CHPF,1.9869215559225E-287,0.521328803241822,0.507,0.1,4.26770880996593E-283,1,CHPF
COX6C,3.97681782647388E-111,0.519413861553957,0.977,0.648,8.54180700948324E-107,1,COX6C
DERA,1.14590832919373E-188,0.51863771924921,0.492,0.137,2.46129650027521E-184,1,DERA
PPIC,1.66984605641533E-303,0.513521994191994,0.545,0.109,3.58666234457448E-299,1,PPIC
CKS1B,7.34801695602858E-267,0.51241168762539,0.588,0.142,1.57828056198538E-262,1,CKS1B
DNPH1,1.85576621143367E-190,0.512211866859314,0.678,0.234,3.98600024553837E-186,1,DNPH1
PDLIM1,1.01527496716121E-249,0.512084879945772,0.669,0.179,2.18070910196557E-245,1,PDLIM1
SPATS2L,1.08884052238572E-246,0.511754977227938,0.789,0.243,2.3387205580323E-242,1,SPATS2L
LAMA3,1.26379845187894E-150,0.511199354676911,0.344,0.083,2.71451269479078E-146,1,LAMA3
RPS17,5.030155589939E-96,0.510558346509016,0.955,0.683,1.080427119163E-91,1,RPS17
DEFB1,2.41343648421113E-301,0.51035259628058,0.486,0.087,5.18382022443708E-297,1,DEFB1
IFT172,8.90062633312035E-233,0.506627456608547,0.592,0.155,1.91176553009092E-228,1,IFT172
PRDX2,7.1828699121728E-138,0.50553694299243,0.818,0.37,1.54280862843559E-133,1,PRDX2
RAC1,1.44557350825688E-114,0.504989609507359,0.985,0.637,3.10494733838495E-110,1,RAC1
AQP31,5.35968923134837E-70,0.503438089687279,0.402,0.165,1.15120765000132E-65,1,AQP3
DDR1,0,0.502779328918225,0.592,0.118,0,1,DDR1
MYDGF,1.6164346715832E-136,0.502659692373755,0.836,0.377,3.47194003109355E-132,1,MYDGF
GALNT3,1.51316732673392E-285,0.502651616717512,0.645,0.155,3.25013210109179E-281,1,GALNT3
PIGP,4.26066263007442E-257,0.501246838285457,0.696,0.198,9.15147726313685E-253,1,PIGP
RPL37A1,1.10062953847739E-105,0.498802382457492,0.996,0.916,2.36404218569559E-101,1,RPL37A
EPHX1,6.02466999550853E-199,0.498674972330565,0.463,0.118,1.29403886833528E-194,1,EPHX1
ITGA3,4.69243556733069E-234,0.497121868040036,0.501,0.116,1.00788823550696E-229,1,ITGA3
PPP1R14B,2.70340613428413E-219,0.496433628801774,0.583,0.166,5.80664603582888E-215,1,PPP1R14B
APOA1BP,1.51482544204153E-201,0.496209588366222,0.719,0.248,3.25369356696101E-197,1,APOA1BP
COA4,1.54613839379795E-217,0.496075835822026,0.714,0.236,3.32095065603862E-213,1,COA4
FKBP4,2.45104527558313E-214,0.495853163332644,0.629,0.189,5.26460014742501E-210,1,FKBP4
MT-CO1,7.92550377571916E-97,0.495030433715661,0.992,0.968,1.70231895598672E-92,1,MT-CO1
MT-ATP8,2.57135875958382E-65,0.494869313105054,0.977,0.896,5.52302147971008E-61,1,MT-ATP8
MXRA5,3.19428386583806E-261,0.494859954884761,0.441,0.081,6.86100231543356E-257,1,MXRA5
CD9,2.51219934670037E-210,0.494552401748908,0.788,0.267,5.39595297677772E-206,1,CD9
VDAC1,4.65746352393211E-143,0.494144962411285,0.859,0.385,1.00037659030538E-138,1,VDAC1
RPS51,7.8628702171091E-83,0.488047851829727,0.995,0.896,1.68886589393286E-78,1,RPS5
MGST2,9.62794444991609E-225,0.486709614456299,0.587,0.164,2.06798618839748E-220,1,MGST2
FKBP10,0,0.485740427458898,0.401,0.046,0,1,FKBP10
MT-ND4L,4.56941021851744E-69,0.485545803970562,0.992,0.934,9.81463620835361E-65,1,MT-ND4L
TMEM205,4.80683454225888E-199,0.483096422728472,0.633,0.201,1.03245999133178E-194,1,TMEM205
SELENBP1,4.01126275042138E-223,0.482633329976005,0.445,0.097,8.61579126163009E-219,1,SELENBP1
KDELR3,0,0.480442527331716,0.426,0.064,0,1,KDELR3
CA9,2.13596452332849E-166,0.480342499794222,0.31,0.063,4.58783819965727E-162,1,CA9
SHFM1,6.27149996698682E-117,0.478564070983622,0.932,0.519,1.3470554779091E-112,1,SHFM1
GDF15,6.57858390561977E-123,0.477670192649823,0.395,0.123,1.41301403708807E-118,1,GDF15
KLF5,1.04361062655189E-267,0.476313640096404,0.734,0.197,2.2415712647708E-263,1,KLF5
RPL311,1.35808754244223E-100,0.476169902767713,0.988,0.848,2.91703623241166E-96,1,RPL31
SLC44A4,2.44316189149275E-246,0.475939922904658,0.618,0.157,5.24766742673729E-242,1,SLC44A4
ATP5C1,4.61134824572319E-126,0.47564384614095,0.839,0.419,9.90471489698885E-122,1,ATP5C1
ETFB,8.0021609041325E-172,0.47562756060038,0.662,0.236,1.71878414059862E-167,1,ETFB
DKK1,8.58597314061613E-131,0.475383298544424,0.204,0.034,1.84418117087294E-126,1,DKK1
ROMO1,1.73231366757065E-120,0.472811969445835,0.864,0.434,3.72083652657499E-116,1,ROMO1
RP11-462G2.1,8.93347625301257E-154,0.472207203859548,0.193,0.025,1.91882136438457E-149,1,RP11-462G2.1
ALDOA,2.68532309636809E-86,0.471116379261091,0.99,0.774,5.76780547868903E-82,1,ALDOA
ERRFI1,1.58918995625867E-139,0.470984133164625,0.448,0.14,3.41342110704801E-135,1,ERRFI1
IMPDH2,2.00550410142802E-176,0.468820866870303,0.697,0.253,4.30762225945724E-172,1,IMPDH2
AKR7A3,9.08599426350431E-206,0.468009595617443,0.409,0.089,1.95158070785809E-201,1,AKR7A3
CD46,5.51016409614327E-171,0.467088182092662,0.835,0.342,1.18352814621061E-166,1,CD46
C9orf16,4.85006627523298E-92,0.467001465419002,0.885,0.517,1.04174573525729E-87,1,C9orf16
MPST,9.20969884210396E-218,0.465679817254489,0.604,0.175,1.97815121429551E-213,1,MPST
TST,1.66430028570389E-261,0.465388964208425,0.52,0.114,3.57475058366339E-257,1,TST
HSD17B2,2.3096499246032E-228,0.464417952085044,0.38,0.07,4.96089707305521E-224,1,HSD17B2
SRI,6.18757006846786E-143,0.464369732758561,0.848,0.387,1.32902817500621E-138,1,SRI
NUDT8,1.97076518571628E-295,0.464311570057782,0.479,0.086,4.2330065424E-291,1,NUDT8
CRNDE,4.2791651146413E-226,0.464263529874362,0.443,0.095,9.19121874973804E-222,1,CRNDE
FAT1,2.17558313056255E-261,0.464229537986236,0.502,0.106,4.6729350061353E-257,1,FAT1
DAP,9.41939845623786E-194,0.462449649469262,0.637,0.203,2.02319259441533E-189,1,DAP
NDUFS8,8.54348596384343E-142,0.462310086273866,0.807,0.358,1.83505535017393E-137,1,NDUFS8
IL1R2,1.25873648587021E-158,0.462309004892218,0.389,0.097,2.70364009800063E-154,1,IL1R2
RPL71,4.77452708406496E-94,0.461942776979008,0.984,0.84,1.02552067238631E-89,1,RPL7
ATP5G3,9.87217031017756E-98,0.460306144775333,0.927,0.568,2.12044346092304E-93,1,ATP5G3
USMG5,3.73958062358319E-97,0.459655801961447,0.935,0.58,8.03224522139434E-93,1,USMG5
MANSC1,0,0.45956887972876,0.419,0.06,0,1,MANSC1
CP,4.55384372383362E-147,0.458035959238969,0.276,0.055,9.78120093442222E-143,1,CP
SQLE,9.94085378180913E-159,0.457459765069362,0.386,0.096,2.13519598379478E-154,1,SQLE
ALDH1A1,7.70779770028116E-141,0.456545457870742,0.399,0.114,1.65555786804339E-136,1,ALDH1A1
SEMA3B,1.95386125696885E-189,0.456332825119572,0.535,0.151,4.19669859384339E-185,1,SEMA3B
MT-CYB,3.9674330232369E-58,0.45569806661883,0.988,0.941,8.52164939061054E-54,1,MT-CYB
COX8A,5.31128247946311E-96,0.454674327262804,0.957,0.603,1.14081036376388E-91,1,COX8A
COX6B1,1.43161045012265E-94,0.452424348425304,0.978,0.714,3.07495608581844E-90,1,COX6B1
PKIB,3.78744880859907E-201,0.451541551253088,0.358,0.071,8.13506129598995E-197,1,PKIB
SOX9,5.61241316244208E-238,0.451426773896663,0.441,0.09,1.20549022316094E-233,1,SOX9
TSPAN15,1.20961811741271E-226,0.451168162801614,0.572,0.149,2.59813875439076E-222,1,TSPAN15
EFNA1,2.71827139163701E-257,0.451062640503834,0.626,0.156,5.83857512209714E-253,1,EFNA1
MALL,2.24781231543866E-225,0.449663343501069,0.622,0.166,4.8280760723307E-221,1,MALL
AC090498.1,8.33839954716797E-52,0.448789531798553,0.981,0.813,1.79100483873621E-47,1,AC090498.1
TAGLN2,1.35476443565194E-79,0.448747532678421,0.981,0.701,2.9098985313368E-75,1,TAGLN2
HN1,5.01803189333686E-124,0.44816012207081,0.794,0.358,1.07782307036982E-119,1,HN1
PKM,9.90640367206998E-79,0.447776007755909,0.952,0.62,2.12779644472391E-74,1,PKM
TCEB2,1.91112733599432E-62,0.447723182755502,0.967,0.709,4.1049104049822E-58,1,TCEB2
SHMT2,7.99200444288254E-183,0.447612902964454,0.543,0.161,1.71660263428674E-178,1,SHMT2
LDHA,5.97374842423682E-69,0.44749729712858,0.899,0.574,1.28310142404183E-64,1,LDHA
ACSL5,1.60185899653089E-239,0.445904929700996,0.64,0.174,3.4406329386487E-235,1,ACSL5
ABHD2,5.34300016425388E-163,0.444757224348605,0.609,0.205,1.14762300528009E-158,1,ABHD2
RPS161,8.70951699526709E-50,0.443530870028258,0.994,0.911,1.87071715541342E-45,1,RPS16
SDC4,9.29818786534145E-212,0.442235010673817,0.667,0.205,1.99715777159669E-207,1,SDC4
NDUFB3,3.32734909645844E-126,0.44212113941345,0.82,0.383,7.14681312428308E-122,1,NDUFB3
BANF1,4.00718225343927E-125,0.440833479793608,0.803,0.374,8.6070267621622E-121,1,BANF1
JUP,1.81298984837908E-213,0.438096985537543,0.606,0.171,3.89412089533342E-209,1,JUP
FUCA2,6.5652859291073E-156,0.434995937294768,0.529,0.173,1.41015776471296E-151,1,FUCA2
ITGB6,1.12215791586097E-185,0.434786648044808,0.398,0.09,2.41028298747778E-181,1,ITGB6
TSPAN31,1.43551418159254E-188,0.434284947801036,0.601,0.184,3.08334091064262E-184,1,TSPAN31
EI24,2.5257748158688E-198,0.43413474521012,0.627,0.194,5.42511172700459E-194,1,EI24
RAB13,1.30506304102743E-178,0.433237470648124,0.671,0.229,2.80314490582282E-174,1,RAB13
CREB3L1,1.77853164640247E-175,0.433178171110407,0.416,0.103,3.82010812330786E-171,1,CREB3L1
PPIA,2.40131740901663E-87,0.431879613800869,0.996,0.849,5.15778966282681E-83,1,PPIA
PRSS8,4.13881051796536E-259,0.431634441493109,0.635,0.157,8.8897511115378E-255,1,PRSS8
CISD1,2.32652200191484E-231,0.430822232576348,0.584,0.154,4.99713660791288E-227,1,CISD1
COMTD1,3.48982905488137E-190,0.429243129498019,0.644,0.205,7.49580382697968E-186,1,COMTD1
MRPS21,3.12708952879831E-113,0.42734023928956,0.824,0.413,6.71667559890589E-109,1,MRPS21
CTNNA1,9.64763989575683E-202,0.426499947146976,0.781,0.27,2.07221657320961E-197,1,CTNNA1
PKP3,1.84430329219421E-290,0.426324428014553,0.539,0.109,3.96137904130395E-286,1,PKP3
SERPINB1,6.83686728195855E-89,0.426175412456659,0.833,0.46,1.46849072349188E-84,1,SERPINB1
TMEM14C,1.06601651285529E-137,0.425461298093417,0.709,0.29,2.28969686796187E-133,1,TMEM14C
MGST3,1.15999036799723E-103,0.425096118205513,0.888,0.455,2.49154331142125E-99,1,MGST3
PLEC,3.47490758932461E-137,0.424955815085524,0.748,0.306,7.46375401111034E-133,1,PLEC
SEPP1,5.75000621160836E-204,0.423902840163909,0.507,0.13,1.23504383419136E-199,1,SEPP1
ISOC2,4.31012164942223E-237,0.423447897446264,0.58,0.15,9.25771029079401E-233,1,ISOC2
AAMDC,2.48768474339864E-162,0.423323338728599,0.5,0.152,5.34329806034594E-158,1,AAMDC
ECHS1,7.05998976528538E-179,0.422621310538756,0.685,0.239,1.51641520168565E-174,1,ECHS1
SERINC2,4.63372578842615E-180,0.420637656058207,0.652,0.212,9.95277962096052E-176,1,SERINC2
CCT3,1.25937959641222E-134,0.420209026632152,0.703,0.292,2.7050214351338E-130,1,CCT3
DDIT3,2.66069723288662E-102,0.419289524710778,0.668,0.304,5.71491158651718E-98,1,DDIT3
TIMM13,6.75480404926428E-173,0.4184666377393,0.713,0.259,1.45086436174148E-168,1,TIMM13
PDIA4,3.43881333361893E-147,0.417438984858467,0.707,0.278,7.3862271592801E-143,1,PDIA4
ETHE1,5.37029811281576E-156,0.41663332462344,0.652,0.239,1.1534863316517E-151,1,ETHE1
MLPH,4.00198138725162E-268,0.416102415097613,0.713,0.188,8.59585582167775E-264,1,MLPH
TNFRSF21,5.27615491757657E-239,0.415599882177266,0.509,0.116,1.13326531474627E-234,1,TNFRSF21
TGM2,1.11557045736404E-151,0.415100964933135,0.574,0.194,2.39613378537222E-147,1,TGM2
MDH2,9.45346012009841E-110,0.41488109015433,0.819,0.412,2.03050869919594E-105,1,MDH2
RPL121,4.9607221797508E-55,0.414545919551876,0.998,0.952,1.06551351698867E-50,1,RPL12
LGR4,3.6955006407899E-220,0.414406295346658,0.456,0.101,7.93756582635263E-216,1,LGR4
TIMP1,8.22530436563819E-153,0.414359400773031,0.987,0.557,1.76671312469543E-148,1,TIMP1
SLC9A3R2,4.35026651585836E-212,0.412339762815448,0.615,0.171,9.34393744941218E-208,1,SLC9A3R2
STRAP,9.40217385567206E-103,0.411984815392002,0.583,0.248,2.0194929224598E-98,1,STRAP
COL17A1,2.16729661220097E-186,0.411955529539696,0.547,0.152,4.65513639334647E-182,1,COL17A1
FSCN1,3.45503236735714E-233,0.410877751187038,0.478,0.106,7.4210640218464E-229,1,FSCN1
FAM162A,2.80172506648996E-121,0.408862256682128,0.742,0.325,6.01782527031379E-117,1,FAM162A
CDKN2A,3.94914621008874E-161,0.408234507025824,0.35,0.08,8.48237114464962E-157,1,CDKN2A
S100A2,1.10461184803442E-83,0.408169300248954,0.27,0.081,2.37259578839313E-79,1,S100A2
FAM127B,5.40025043736632E-217,0.408138816165289,0.614,0.176,1.15991979144191E-212,1,FAM127B
COMT,2.16397607703773E-135,0.408117473483428,0.728,0.301,4.64800421586933E-131,1,COMT
SPTBN1,2.70450351169153E-196,0.408083249468872,0.796,0.269,5.80900309276225E-192,1,SPTBN1
CRB3,3.85251185951499E-241,0.407857478302466,0.52,0.119,8.27481022305225E-237,1,CRB3
NBL1,2.17150151090479E-189,0.407757492347735,0.478,0.123,4.6641680952724E-185,1,NBL1
MRPL52,2.77007992539404E-123,0.406460924695302,0.814,0.372,5.94985467175386E-119,1,MRPL52
FERMT1,2.25136181873017E-249,0.405898639639567,0.416,0.076,4.83570005045053E-245,1,FERMT1
SLC50A1,5.5031420258642E-164,0.405617916777271,0.555,0.18,1.18201987573537E-159,1,SLC50A1
MYO1E,7.07729239278568E-150,0.40418798188675,0.474,0.147,1.52013163304644E-145,1,MYO1E
QSOX1,9.92050187656883E-167,0.403630319338898,0.748,0.275,2.13082459806822E-162,1,QSOX1
TMPRSS4,2.43639287078345E-206,0.403607336117536,0.639,0.183,5.23312824715577E-202,1,TMPRSS4
CBR1,5.90577984947896E-171,0.40303241342829,0.62,0.208,1.26850245386959E-166,1,CBR1
TMEM179B,1.67936683539186E-134,0.402437621892227,0.796,0.345,3.60711202573817E-130,1,TMEM179B
CPS1,2.73012897342555E-184,0.402414093440133,0.193,0.02,5.86404402202075E-180,1,CPS1
CYC1,3.73218490277208E-155,0.400470957515357,0.724,0.281,8.01635995266415E-151,1,CYC1
CAV2,4.3381859637099E-189,0.400119482557902,0.427,0.1,9.3179896314525E-185,1,CAV2
ITGA6,5.28306586221838E-179,0.400108280765253,0.651,0.212,1.13474971654589E-174,1,ITGA6
EIF6,6.53775650207075E-150,0.400099395530508,0.746,0.299,1.40424471907978E-145,1,EIF6
LAMTOR2,7.68001722496195E-137,0.399691786331511,0.786,0.332,1.64959089974958E-132,1,LAMTOR2
RHOBTB3,1.60623715690653E-209,0.399102247861102,0.484,0.117,3.45003678931955E-205,1,RHOBTB3
GPI,1.4963155843902E-109,0.398845780381723,0.811,0.376,3.2139362437117E-105,1,GPI
TMEM208,6.0957202314687E-161,0.398040277244278,0.651,0.235,1.30929974851716E-156,1,TMEM208
HES1,9.18384307761617E-178,0.39802548568735,0.426,0.106,1.97259765464118E-173,1,HES1
B3GNT3,1.99996164453342E-233,0.39774074013664,0.48,0.105,4.29571761629333E-229,1,B3GNT3
TRNP1,1.66035052772061E-173,0.397057294215311,0.376,0.086,3.5662668984911E-169,1,TRNP1
DNAJC15,3.06830130985089E-111,0.396869151781275,0.738,0.34,6.59040438342872E-107,1,DNAJC15
ATP5G1,4.6421234124523E-108,0.396814144196991,0.66,0.295,9.9708168776063E-104,1,ATP5G1
